tool|type|value|source
WebClust|description|WebClust is a meta search engine that clusters documents into meaningful groups. WebClust presents search results in a horizontal topical arrangement, in addition to a single vertical list. WebClust's data mining technique is meant to make sense of large amounts of textual information extracted from the web, including digital libraries.|BambooDirt
WebClust|creator|Vincenzo Bacarella|TERESAH
WebClust|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
WebClust|keyword|visualization|TERESAH
WebKruz|url|http://www9.webkruz.com/|TERESAH
WebKruz|keyword|No longer supported|TERESAH
WebKruz|operating-system|Web|TERESAH
WebKruz|description|WebKruz is a visual search engine that allows you to navigate through the results (web page snapshots) of your query automatically.|BambooDirt
WebKruz|is-used-for|Pattern Recognition > Analysis-Relational Analysis|TERESAH
WebKruz|keyword|visual search|TERESAH
WebSlides|creator|Diigo Inc.|TERESAH
WebSlides|keyword|Diligo|TERESAH
WebSlides|url|http://slides.diigo.com/help.html|TERESAH
WebSlides|application-category|Publishing|TERESAH
WebSlides|keyword|screencast|TERESAH
WebSlides|operating-system|Web|TERESAH
WebSlides|description|WebSlides allows you to convert your bookmarks and feeds to present them as live web pages in an interactive slideshow. Each WebSlide has a unique URL, or comes as a widget. Users may create a guided tour of any website, group course information for students, provide a simple tutorial on any subject, or share images on the web. Additionally, content publishers may use this presentation format for repacking and remixing content.|BambooDirt
WEFT QDA|keyword|coding|TERESAH
WEFT QDA|application-category|4_Analysis|TERESAH
WEFT QDA|url|http://www.pressure.to/qda/|TERESAH
WEFT QDA|creator|PRESSURE.TO|TERESAH
WEFT QDA|operating-system|Web|TERESAH
WEFT QDA|description|Weft QDA is a free and open-source tool for the analysis of textual data. You may import documents from plain text or PDF, apply character-level coding, category and document memos, retrieve coded text, apply simple coding statistics, apply free-text search, and export to HTML and CSV formats.|BambooDirt
Vertov|application-category|Annotating|TERESAH
Vertov|keyword|Firefox 2.0, Zotero, Java Runtime Environment and QuickTime player (for Windows users)|TERESAH
Vertov|url|http://digitalhistory.concordia.ca/vertov/|TERESAH
Vertov|operating-system|osX|TERESAH
Vertov|creator|Stuart Thiel|TERESAH
Vertov|description|Vertov is a free media annotating plug-in for the research tool Zotero. Vertov allows you to cut audio and video files into clips, annotate the clips, and integrate annotations with other research sources and notes stored in Zotero. You must first download and install Firefox and Zotero before using Vertov.|BambooDirt
Vertov|keyword|Zotero|TERESAH
Viewshare|keyword|exploratory|TERESAH
Viewshare|url|http://viewshare.org|TERESAH
Viewshare|license|MIT License|TERESAH
Viewshare|operating-system|Web|TERESAH
Viewshare|description|"Viewshare is a free web application for creating interfaces and visualizations of cultural heritage collections. It can create, interactive maps, timelines, facets, tag clouds, histograms, and image galleries.
Import Collection Data: Ingest collections from spreadsheets, MODS records or Dublin Core data via OAI-PMH. Upload from your desktop or import them from a URL.
Augment Data: You can then derive points of latitude and longitude from plain text place names, break apart lists, and derive ISO standardized dates.
Author Views: Using a simple drag and drop interface you can build visual interfaces to digital collections, including maps and timelines, and sophisticated faceted navigation.
Embed and Share: You can then copy-paste to embed your interface in any webpage. Users can also export data directly from the embedded interfaces."|BambooDirt
Viewshare|application-category|Visualization|TERESAH
Viewshare|creator|Zepheira|TERESAH
Wiggio|application-category|1_Capture|TERESAH
Wiggio|url|http://wiggio.com/|TERESAH
Wiggio|keyword|survey|TERESAH
Wiggio|operating-system|Web|TERESAH
Wiggio|description|Wiggio is a free service that allows users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders.|BambooDirt
WikiMindMap|license|GNU Free Documentation License|TERESAH
WikiMindMap|url|http://www.wikimindmap.org/|TERESAH
WikiMindMap|operating-system|Web|TERESAH
WikiMindMap|description|WikiMindMap is a mindmapping tool that allows you to browse in wiki content. It uses an interactive interface based on a system of nodes and brackets. Maps may be exported into FreeMind.|BambooDirt
WikiMindMap|keyword|visualization|TERESAH
Virtual Lightbox|license|GNU GPL|TERESAH
Virtual Lightbox|url|http://mith.umd.edu/lightbox/|TERESAH
Virtual Lightbox|application-category|Gathering|TERESAH
Virtual Lightbox|description|The Virtual Lightbox enables online image comparison, with features like an image-centric whiteboard.|BambooDirt
Virtual Lightbox|operating-system|Web|TERESAH
Virtual Lightbox|keyword|whiteboard|TERESAH
Virtual Lightbox for Museums and Archives|description|"""The Virtual Lightbox for Museums and Archives (VLMA) is an educational tool for collecting and reusing in a structured fashion the online contents of museums and archives with visual components. With VLMA, you can browse and search collections, construct personal collections, export these collections to xml or Impress presentation format, annotate them, and share your collections with other VLMA users."""|BambooDirt
Virtual Lightbox for Museums and Archives|application-category|1_Capture|TERESAH
Virtual Lightbox for Museums and Archives|url|http://www.jisc.ac.uk/whatwedo/programmes/edistributed/vl.aspx|TERESAH
Virtual Lightbox for Museums and Archives|creator|JISC|TERESAH
Virtual Lightbox for Museums and Archives|keyword|No longer supported|TERESAH
Virtual Lightbox for Museums and Archives|keyword|search|TERESAH
visual.ly|keyword|Active|TERESAH
visual.ly|description|Easy-to-use web-based software for creating infographics and data visualization, including a platform to share your work and discover works by others.|BambooDirt
visual.ly|url|http://visual.ly/|TERESAH
visual.ly|creator|Inc.|TERESAH
visual.ly|keyword|infographics|TERESAH
visual.ly|operating-system|Web|TERESAH
visual.ly|application-category|Visualization|TERESAH
Vitaware|url|https://github.com/scholarpress/scholarpress-vitaware|TERESAH
Vitaware|creator|Scholarpress|TERESAH
Vitaware|description|ScholarPress Vitaware enables users to build a CV in Wordpress using Zotero.|BambooDirt
Vitaware|operating-system|Web|TERESAH
Vitaware|application-category|Web development|TERESAH
Vitaware|keyword|WordPress|TERESAH
VoiceThread|url|http://voicethread.com/|TERESAH
VoiceThread|keyword|Paid|TERESAH
VoiceThread|application-category|Collaboration|TERESAH
VoiceThread|application-category|Communicating|TERESAH
VoiceThread|keyword|slideshow|TERESAH
VoiceThread|description|VoiceThread is a collaborative slide show that allows people to navigate slides and comment in five different ways (using voice, text, audio, or video). VoiceThreads can be embedded to show and receive comments on other websites, and exported to play as archival movies.|BambooDirt
VoiceThread|creator|VoiceThread LLC|TERESAH
VoiceWalker|url|http://www.linguistics.ucsb.edu/projects/transcription/tools|TERESAH
VoiceWalker|application-category|Transcription|TERESAH
VoiceWalker|keyword|WAV|TERESAH
VoiceWalker|operating-system|Windows|TERESAH
VoiceWalker|description|VoiceWalker has fine-grained controls for playing back audio and video to facilitate transcription.|BambooDirt
VoodooPad|application-category|Annotating|TERESAH
VoodooPad|creator|Flying Meat Inc.|TERESAH
VoodooPad|url|http://www.flyingmeat.com/voodoopad/|TERESAH
VoodooPad|operating-system|iOS|TERESAH
VoodooPad|operating-system|Mac OS X 10.5+|TERESAH
VoodooPad|keyword|organization|TERESAH
VoodooPad|keyword|Paid|TERESAH
VoodooPad|description|VoodooPad is an annotation and organization tool. You may drag and drop folders, PDF files, applications, and URLs into VoodooPad, while maintaining the links. VoodooPad provides full screen editing, the ability to export your pages as HTML documents, and search capabilities.|BambooDirt
Word Hoard|description|"""In the WordHoard environment, texts are annotated or tagged by morphological, lexical, prosodic, and narratological criteria. They are mediated through a 'digital page' or user interface that lets scholarly but non-technical users explore the greatly increased query potential of textual data kept in such a form."""|BambooDirt
Word Hoard|license|GNU GPL|TERESAH
Word Hoard|url|http://wordhoard.northwestern.edu/userman/index.html|TERESAH
Word Hoard|operating-system|osX|TERESAH
Word Hoard|application-category|Gathering|TERESAH
Word Hoard|application-category|Organizing|TERESAH
Word Hoard|keyword|word frequency|TERESAH
WordCruncher|keyword|Active|TERESAH
WordCruncher|creator|Brigham Young University|TERESAH
WordCruncher|url|http://www.wordcruncher.com/|TERESAH
WordCruncher|operating-system|Windows|TERESAH
WordCruncher|application-category|Visualization|TERESAH
WordCruncher|description|WordCruncher is a text retrieval and analysis program that allows users to index or use a text, including very large multilingual Unicode documents.  It supports the addition of tags (such as part of speech, definitions, lemma, etc), graphics, and hyperlinks to text or multimedia files.  In addition to supporting contextual and tag searching, WordCruncher also includes many analytical reports, including collocation, vocabulary dispersion, frequency distribution, vocabulary usage, and various other reports.|BambooDirt
WordFreak|description|"""WordFreak is a java-based linguistic annotation tool designed to support human, and automatic annotation of linguistic data as well as employ active-learning for human correction of automatically annotated data."" (text taken from http://wordfreak.sourceforge.net/)"|BambooDirt
WordFreak|keyword|Active|TERESAH
WordFreak|keyword|automatic annotation|TERESAH
WordFreak|url|http://wordfreak.sourceforge.net/|TERESAH
WordFreak|application-category|4_Analysis|TERESAH
WordFreak|operating-system|Linux|TERESAH
Wordle|description|A simple word cloud generator with customizable font and color options.|BambooDirt
Wordle|application-category|4_Analysis|TERESAH
Wordle|url|http://www.wordle.net/|TERESAH
Wordle|creator|Jonathan Feinberg|TERESAH
Wordle|keyword|word cloud|TERESAH
WordSmith|url|http://www.lexically.net/wordsmith/index.html|TERESAH
WordSmith|operating-system|osX|TERESAH
WordSmith|keyword|Paid|TERESAH
WordSmith|application-category|4_Analysis|TERESAH
WordSmith|standard|TXT|TERESAH
WordSmith|description|WordSmith allows users to develop concordances, find keywords, and develop word lists from plain text files.|BambooDirt
WordStat - Content Analysis & Text Mining Software|keyword|Active|TERESAH
WordStat - Content Analysis & Text Mining Software|keyword|Analyze texts|TERESAH
WordStat - Content Analysis & Text Mining Software|url|http://provalisresearch.com/products/content-analysis-software/|TERESAH
WordStat - Content Analysis & Text Mining Software|operating-system|Linux|TERESAH
WordStat - Content Analysis & Text Mining Software|keyword|Paid|TERESAH
WordStat - Content Analysis & Text Mining Software|creator|Provalis Research|TERESAH
WordStat - Content Analysis & Text Mining Software|license|Site License|TERESAH
WordStat - Content Analysis & Text Mining Software|application-category|4_Analysis|TERESAH
